lead_id,lead_date,patient_id,lead_source,campaign,clinic,lead_status,first_response_minutes,appointment_booked,appointment_date
L02097,2025-06-15,,Google Organic,Dental Crown,Clinic A,Contacted - No Appointment,2,No,
L02098,2025-05-02,,Instagram,Root Canal,Clinic B,Contacted - No Appointment,38,No,
L02099,2025-10-10,,Referral,General Dentistry,Clinic A,Not Contacted/Cold,73,No,
L02100,2025-10-13,,Google Organic,Root Canal,Clinic C,Contacted - No Appointment,18,No,
L02101,2025-09-09,,Facebook,Dental Crown,Clinic A,Contacted - No Appointment,29,No,
L02102,2025-10-10,P02102,Referral,General Dentistry,Clinic A,Appointment Booked,24,Yes,
L02103,2025-10-12,,Google Organic,Dental Implant,Clinic C,Contacted - No Appointment,7,No,
L02104,2025-06-29,,Instagram,Invisalign,Clinic B,Contacted - No Appointment,17,No,
L02105,2025-12-15,P02105,Facebook,Dental Implant,Clinic C,Appointment Booked,11,Yes,
L02106,2025-08-02,,Referral,Dental Implant,Clinic C,Contacted - No Appointment,16,No,
L02107,2025-04-08,P02107,Google Ads,Root Canal,Clinic A,Appointment Booked,19,Yes,
L02108,2025-02-07,,Google Ads,Invisalign,Clinic C,Contacted - No Appointment,20,No,
L02109,2025-10-03,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,10,No,
L02110,2025-08-03,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,20,No,
L02111,2025-05-03,P02111,Facebook,Dental Implant,Clinic B,Appointment Booked,16,Yes,
L02112,2025-01-28,,Google Organic,Root Canal,Clinic B,Contacted - No Appointment,36,No,
L02113,2025-08-13,P02113,Instagram,Dental Implant,Clinic C,Appointment Booked,28,Yes,
L02114,2025-01-06,P02114,Google Ads,Invisalign,Clinic D,Appointment Booked,32,Yes,
L02115,2025-10-23,P02115,Google Organic,Root Canal,Clinic D,Appointment Booked,34,Yes,
L02116,2025-09-22,P02116,Facebook,General Dentistry,Clinic C,Appointment Booked,8,Yes,2025-06-10
L02117,2025-05-06,P02117,Facebook,Root Canal,Clinic B,Appointment Booked,28,Yes,
L02118,2025-02-01,P02118,Facebook,Dental Implant,Clinic A,Appointment Booked,8,Yes,2025-10-02
L02119,2025-05-17,,Referral,Root Canal,Clinic A,Contacted - No Appointment,43,No,
L02120,2025-07-27,,Facebook,Dental Implant,Clinic B,Contacted - No Appointment,27,No,
L02121,2025-08-29,,Google Ads,Invisalign,Clinic B,Contacted - No Appointment,8,No,
L02122,2025-02-16,P02122,Facebook,Dental Crown,Clinic D,Appointment Booked,20,Yes,
L02123,2025-12-05,P02123,Google Organic,Dental Implant,Clinic B,Appointment Booked,9,Yes,
L02124,2025-04-05,,Instagram,Root Canal,Clinic B,Contacted - No Appointment,13,No,
L02125,2025-07-17,,Google Ads,Dental Crown,Clinic B,Contacted - No Appointment,23,No,
L02126,2025-02-11,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,11,No,
L02127,2025-02-22,,Instagram,Dental Implant,Clinic C,Contacted - No Appointment,15,No,
L02128,2025-01-08,P02128,Google Organic,General Dentistry,Clinic C,Appointment Booked,34,Yes,
L02129,2025-04-20,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,16,No,
L02130,2025-05-12,,Google Organic,Teeth Whitening,Clinic D,Contacted - No Appointment,9,No,
L02131,2025-10-01,,Referral,Invisalign,Clinic A,Contacted - No Appointment,3,No,
L02132,2025-09-10,P02132,Google Ads,Root Canal,Clinic D,Appointment Booked,29,Yes,
L02133,2025-04-07,P02133,Instagram,Root Canal,Clinic C,Appointment Booked,28,Yes,
L02134,2025-01-20,,Google Ads,Invisalign,Clinic B,Contacted - No Appointment,20,No,
L02135,2025-08-21,,Google Organic,Dental Implant,Clinic B,Not Contacted/Cold,67,No,
L02136,2025-04-05,,Facebook,Root Canal,Clinic C,Contacted - No Appointment,14,No,
L02137,2025-07-03,,Google Ads,General Dentistry,Clinic A,Contacted - No Appointment,37,No,
L02138,2025-03-09,,Google Organic,Dental Crown,Clinic D,Contacted - No Appointment,11,No,
L02139,2025-05-26,P02139,Google Organic,Dental Implant,Clinic B,Appointment Booked,30,Yes,2025-09-06
L02140,2025-02-28,P02140,Google Ads,Dental Crown,Clinic B,Appointment Booked,7,Yes,2025-08-03
L02141,2025-03-13,,Google Ads,General Dentistry,Clinic A,Contacted - No Appointment,29,No,
L02142,2025-01-05,,Facebook,Teeth Whitening,Clinic B,Contacted - No Appointment,15,No,
L02143,2025-06-27,P02143,Instagram,Dental Implant,Clinic B,Appointment Booked,25,Yes,2025-01-07
L02144,2025-07-11,P02144,Google Organic,General Dentistry,Clinic B,Appointment Booked,21,Yes,
L02145,2025-10-17,,Facebook,Invisalign,Clinic C,Contacted - No Appointment,28,No,
L02146,2025-12-19,P02146,Instagram,Root Canal,Clinic B,Appointment Booked,3,Yes,
L02147,2025-12-06,P02147,Google Organic,Root Canal,Clinic D,Appointment Booked,16,Yes,2025-12-12
L02148,2025-05-28,,Facebook,General Dentistry,Clinic C,Contacted - No Appointment,35,No,
L02149,2025-01-05,,Instagram,General Dentistry,Clinic D,Contacted - No Appointment,39,No,
L02150,2025-07-20,,Facebook,General Dentistry,Clinic A,Contacted - No Appointment,25,No,
L02151,2025-01-23,,Referral,Dental Implant,Clinic B,Contacted - No Appointment,36,No,
L02152,2025-11-18,P02152,Google Ads,General Dentistry,Clinic B,Appointment Booked,16,Yes,
L02153,2025-01-14,,Google Ads,Dental Implant,Clinic C,Contacted - No Appointment,1,No,
L02154,2025-08-06,P02154,Google Ads,Invisalign,Clinic D,Appointment Booked,11,Yes,2025-07-08
L02155,2025-02-20,,Google Organic,Root Canal,Clinic A,Contacted - No Appointment,19,No,
L02156,2025-07-21,P02156,Facebook,Root Canal,Clinic A,Appointment Booked,21,Yes,
L02157,2025-10-19,,Facebook,Dental Crown,Clinic D,Contacted - No Appointment,24,No,
L02158,2025-11-02,,Referral,Root Canal,Clinic A,Contacted - No Appointment,18,No,
L02159,2025-08-23,,Referral,General Dentistry,Clinic C,Contacted - No Appointment,18,No,
L02160,2025-06-10,,Referral,Invisalign,Clinic C,Contacted - No Appointment,30,No,
L02161,2025-09-12,,Google Ads,Invisalign,Clinic D,Contacted - No Appointment,9,No,
L02162,2025-03-11,P02162,Referral,General Dentistry,Clinic A,Appointment Booked,21,Yes,
L02163,2025-06-30,P02163,Facebook,Dental Implant,Clinic A,Appointment Booked,25,Yes,
L02164,2025-10-08,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,12,No,
L02165,2025-01-28,,Facebook,Dental Crown,Clinic D,Contacted - No Appointment,15,No,
L02166,2025-02-18,,Facebook,Root Canal,Clinic B,Not Contacted/Cold,48,No,
L02167,2025-04-20,,Google Ads,Dental Crown,Clinic B,Contacted - No Appointment,20,No,
L02168,2025-06-04,,Facebook,Dental Implant,Clinic C,Not Contacted/Cold,80,No,
L02169,2025-12-06,P02169,Google Organic,General Dentistry,Clinic D,Appointment Booked,19,Yes,
L02170,2025-02-24,P02170,Facebook,Dental Implant,Clinic D,Appointment Booked,31,Yes,2025-06-03
L02171,2025-01-06,P02171,Facebook,Root Canal,Clinic D,Appointment Booked,5,Yes,2025-09-01
L02172,2025-07-26,P02172,Facebook,Dental Implant,Clinic A,Appointment Booked,3,Yes,2025-07-08
L02173,2025-09-18,P02173,Referral,Root Canal,Clinic A,Appointment Booked,8,Yes,
L02174,2025-10-20,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,34,No,
L02175,2025-02-23,P02175,Facebook,General Dentistry,Clinic D,Appointment Booked,15,Yes,2025-09-03
L02176,2025-08-03,P02176,Google Ads,Teeth Whitening,Clinic B,Appointment Booked,5,Yes,2025-10-08
L02177,2025-04-18,P02177,Referral,Root Canal,Clinic A,Appointment Booked,19,Yes,
L02178,2025-01-21,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,32,No,
L02179,2025-01-23,P02179,Facebook,Root Canal,Clinic A,Appointment Booked,9,Yes,
L02180,2025-08-01,,Facebook,Dental Crown,Clinic B,Contacted - No Appointment,33,No,
L02181,2025-03-12,P02181,Referral,Dental Crown,Clinic B,Appointment Booked,6,Yes,
L02182,2025-07-02,P02182,Google Ads,Root Canal,Clinic C,Appointment Booked,31,Yes,
L02183,2025-05-16,,Instagram,General Dentistry,Clinic C,Contacted - No Appointment,37,No,
L02184,2025-03-27,P02184,Google Ads,Invisalign,Clinic B,Appointment Booked,11,Yes,2025-01-04
L02185,2025-04-28,,Referral,Dental Crown,Clinic C,Contacted - No Appointment,41,No,
L02186,2025-11-26,,Instagram,Teeth Whitening,Clinic C,Not Contacted/Cold,46,No,
L02187,2025-10-19,,Instagram,General Dentistry,Clinic C,Contacted - No Appointment,24,No,
L02188,2025-01-19,,Facebook,General Dentistry,Clinic C,Contacted - No Appointment,12,No,
L02189,2025-08-20,,Facebook,Root Canal,Clinic A,Not Contacted/Cold,82,No,
L02190,2025-08-14,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,10,No,
L02191,2025-10-16,,Instagram,Root Canal,Clinic A,Not Contacted/Cold,50,No,
L02192,2025-07-22,P02192,Referral,Root Canal,Clinic A,Appointment Booked,62,Yes,
L02193,2025-10-01,P02193,Facebook,General Dentistry,Clinic B,Appointment Booked,24,Yes,2025-04-10
L02194,2025-09-13,P02194,Referral,General Dentistry,Clinic D,Appointment Booked,7,Yes,
L02195,2025-07-12,P02195,Google Ads,General Dentistry,Clinic C,Appointment Booked,23,Yes,
L02196,2025-12-14,P02196,Referral,Dental Implant,Clinic D,Appointment Booked,68,Yes,
L02197,2025-04-13,,Facebook,General Dentistry,Clinic B,Contacted - No Appointment,12,No,
L02198,2025-03-07,,Facebook,General Dentistry,Clinic B,Contacted - No Appointment,17,No,
L02199,2025-05-02,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,2,No,
L02200,2025-08-13,P02200,Google Organic,Root Canal,Clinic A,Appointment Booked,17,Yes,
L02201,2025-02-25,P02201,Google Organic,Teeth Whitening,Clinic A,Appointment Booked,29,Yes,
L02202,2025-09-29,,Facebook,Dental Crown,Clinic C,Contacted - No Appointment,8,No,
L02203,2025-03-16,,Facebook,General Dentistry,Clinic D,Not Contacted/Cold,49,No,
L02204,2025-07-19,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,6,No,
L02205,2025-11-26,P02205,Facebook,Teeth Whitening,Clinic A,Appointment Booked,12,Yes,2025-10-12
L02206,2025-02-13,,Facebook,Teeth Whitening,Clinic D,Contacted - No Appointment,43,No,
L02207,2025-11-14,,Instagram,Root Canal,Clinic A,Contacted - No Appointment,16,No,
L02208,2025-10-08,,Instagram,General Dentistry,Clinic D,Not Contacted/Cold,56,No,
L02209,2025-10-15,P02209,Google Organic,Root Canal,Clinic C,Appointment Booked,3,Yes,
L02210,2025-10-24,,Google Organic,Root Canal,Clinic D,Contacted - No Appointment,14,No,
L02211,2025-11-01,P02211,Google Ads,Dental Implant,Clinic B,Appointment Booked,23,Yes,2025-09-11
L02212,2025-08-18,P02212,Google Organic,Root Canal,Clinic C,Appointment Booked,66,Yes,
L02213,2025-09-14,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,20,No,
L02214,2025-12-05,,Google Organic,General Dentistry,Clinic C,Contacted - No Appointment,27,No,
L02215,2025-11-18,P02215,Google Ads,Invisalign,Clinic B,Appointment Booked,18,Yes,2025-02-12
L02216,2025-04-09,,Google Organic,Root Canal,Clinic A,Contacted - No Appointment,17,No,
L02217,2025-03-26,P02217,Facebook,Dental Implant,Clinic B,Appointment Booked,12,Yes,2025-07-04
L02218,2025-03-01,,Facebook,Dental Crown,Clinic C,Contacted - No Appointment,25,No,
L02219,2025-03-04,,Google Organic,General Dentistry,Clinic D,Contacted - No Appointment,15,No,
L02220,2025-02-15,P02220,Google Ads,Dental Crown,Clinic C,Appointment Booked,28,Yes,
L02221,2025-11-04,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,20,No,
L02222,2025-11-15,P02222,Instagram,Dental Crown,Clinic A,Appointment Booked,14,Yes,
L02223,2025-06-21,,Google Organic,Dental Implant,Clinic C,Not Contacted/Cold,49,No,
L02224,2025-09-27,P02224,Facebook,Teeth Whitening,Clinic B,Appointment Booked,11,Yes,2025-11-10
L02225,2025-04-15,,Google Ads,Dental Crown,Clinic D,Contacted - No Appointment,12,No,
L02226,2025-06-09,,Facebook,Dental Crown,Clinic D,Contacted - No Appointment,2,No,
L02227,2025-05-20,,Instagram,General Dentistry,Clinic A,Contacted - No Appointment,16,No,
L02228,2025-04-20,,Facebook,Teeth Whitening,Clinic D,Not Contacted/Cold,47,No,
L02229,2025-05-07,P02229,Referral,Teeth Whitening,Clinic A,Appointment Booked,48,Yes,2025-11-05
L02230,2025-04-13,P02230,Facebook,General Dentistry,Clinic B,Appointment Booked,13,Yes,
L02231,2025-07-27,P02231,Google Ads,General Dentistry,Clinic C,Appointment Booked,27,Yes,2025-02-08
L02232,2025-10-23,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,31,No,
L02233,2025-03-17,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,5,No,
L02234,2025-04-27,P02234,Google Organic,Root Canal,Clinic A,Appointment Booked,40,Yes,2025-01-05
L02235,2025-07-03,P02235,Google Ads,Teeth Whitening,Clinic A,Appointment Booked,6,Yes,2025-05-07
L02236,2025-02-17,,Referral,Dental Implant,Clinic C,Contacted - No Appointment,14,No,
L02237,2025-04-04,P02237,Facebook,Dental Implant,Clinic C,Appointment Booked,8,Yes,
L02238,2025-01-20,P02238,Facebook,Dental Implant,Clinic D,Appointment Booked,23,Yes,
L02239,2025-09-17,,Google Ads,Teeth Whitening,Clinic C,Contacted - No Appointment,10,No,
L02240,2025-09-23,P02240,Referral,Root Canal,Clinic C,Appointment Booked,12,Yes,
L02241,2025-04-09,,Google Organic,Root Canal,Clinic B,Contacted - No Appointment,35,No,
L02242,2025-07-23,P02242,Google Ads,Dental Implant,Clinic A,Appointment Booked,13,Yes,
L02243,2025-04-26,,Referral,Teeth Whitening,Clinic A,Contacted - No Appointment,18,No,
L02244,2025-09-08,P02244,Facebook,Invisalign,Clinic C,Appointment Booked,6,Yes,
L02245,2025-09-24,P02245,Google Organic,Invisalign,Clinic C,Appointment Booked,4,Yes,
L02246,2025-08-30,P02246,Google Organic,Dental Crown,Clinic B,Appointment Booked,21,Yes,2025-04-09
L02247,2025-09-28,P02247,Google Organic,Dental Crown,Clinic C,Appointment Booked,12,Yes,
L02248,2025-07-21,,Referral,Root Canal,Clinic C,Not Contacted/Cold,55,No,
L02249,2025-08-28,,Referral,Dental Crown,Clinic A,Not Contacted/Cold,71,No,
L02250,2025-04-17,,Referral,Invisalign,Clinic A,Contacted - No Appointment,7,No,
L02251,2025-06-10,,Google Ads,Teeth Whitening,Clinic D,Contacted - No Appointment,5,No,
L02252,2025-07-05,P02252,Facebook,Invisalign,Clinic C,Appointment Booked,55,Yes,
L02253,2025-08-06,,Instagram,Dental Implant,Clinic D,Contacted - No Appointment,25,No,
L02254,2025-11-29,,Google Organic,Teeth Whitening,Clinic A,Contacted - No Appointment,21,No,
L02255,2025-02-12,,Facebook,Teeth Whitening,Clinic D,Contacted - No Appointment,5,No,
L02256,2025-08-05,,Google Ads,Invisalign,Clinic A,Not Contacted/Cold,67,No,
L02257,2025-10-14,P02257,Google Organic,Dental Implant,Clinic A,Appointment Booked,9,Yes,
L02258,2025-08-24,,Referral,General Dentistry,Clinic D,Contacted - No Appointment,32,No,
L02259,2025-07-27,P02259,Facebook,Teeth Whitening,Clinic B,Appointment Booked,31,Yes,2025-06-08
L02260,2025-01-07,,Google Ads,Invisalign,Clinic C,Contacted - No Appointment,4,No,
L02261,2025-02-02,P02261,Google Ads,Dental Crown,Clinic A,Appointment Booked,11,Yes,2025-11-02
L02262,2025-12-12,,Google Ads,Dental Implant,Clinic C,Contacted - No Appointment,6,No,
L02263,2025-09-10,P02263,Google Organic,Root Canal,Clinic D,Appointment Booked,3,Yes,
L02264,2025-02-02,,Referral,Dental Implant,Clinic B,Contacted - No Appointment,16,No,
L02265,2025-01-23,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,6,No,
L02266,2025-02-09,,Instagram,Dental Implant,Clinic A,Contacted - No Appointment,9,No,
L02267,2025-02-27,P02267,Google Organic,Root Canal,Clinic C,Appointment Booked,5,Yes,2025-07-03
L02268,2025-06-05,P02268,Google Ads,Root Canal,Clinic B,Appointment Booked,14,Yes,2025-12-06
L02269,2025-11-20,,Instagram,Root Canal,Clinic A,Not Contacted/Cold,54,No,
L02270,2025-03-01,,Google Organic,Dental Implant,Clinic B,Contacted - No Appointment,23,No,
L02271,2025-06-13,P02271,Google Organic,Root Canal,Clinic A,Appointment Booked,12,Yes,
L02272,2025-08-19,,Facebook,Teeth Whitening,Clinic D,Contacted - No Appointment,17,No,
L02273,2025-08-01,P02273,Google Organic,Root Canal,Clinic B,Appointment Booked,22,Yes,2025-10-08
L02274,2025-11-09,,Facebook,Teeth Whitening,Clinic A,Contacted - No Appointment,22,No,
L02275,2025-08-26,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,15,No,
L02276,2025-05-05,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,10,No,
L02277,2025-06-29,,Facebook,Dental Crown,Clinic C,Contacted - No Appointment,32,No,
L02278,2025-02-21,P02278,Google Ads,General Dentistry,Clinic D,Appointment Booked,7,Yes,
L02279,2025-01-30,,Google Ads,Dental Implant,Clinic B,Contacted - No Appointment,32,No,
L02280,2025-05-14,,Instagram,Dental Implant,Clinic D,Contacted - No Appointment,13,No,
L02281,2025-01-10,,Instagram,Dental Crown,Clinic C,Contacted - No Appointment,40,No,
L02282,2025-09-03,P02282,Google Ads,General Dentistry,Clinic A,Appointment Booked,8,Yes,2025-04-09
L02283,2025-12-05,P02283,Google Ads,General Dentistry,Clinic C,Appointment Booked,8,Yes,2025-12-12
L02284,2025-08-03,P02284,Instagram,Root Canal,Clinic C,Appointment Booked,19,Yes,2025-10-08
L02285,2025-02-01,,Facebook,Root Canal,Clinic C,Contacted - No Appointment,9,No,
L02286,2025-10-29,,Facebook,Dental Crown,Clinic D,Not Contacted/Cold,56,No,
L02287,2025-05-12,,Google Organic,Dental Crown,Clinic B,Contacted - No Appointment,11,No,
L02288,2025-06-28,P02288,Google Ads,Dental Crown,Clinic D,Appointment Booked,9,Yes,2025-08-07
L02289,2025-10-13,P02289,Google Ads,General Dentistry,Clinic D,Appointment Booked,25,Yes,
L02290,2025-10-06,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,2,No,
L02291,2025-11-04,,Google Ads,Root Canal,Clinic C,Not Contacted/Cold,58,No,
L02292,2025-03-16,,Referral,Root Canal,Clinic B,Contacted - No Appointment,28,No,
L02293,2025-04-11,,Facebook,Dental Crown,Clinic D,Contacted - No Appointment,22,No,
L02294,2025-07-19,,Facebook,Root Canal,Clinic C,Contacted - No Appointment,10,No,
L02295,2025-07-31,P02295,Google Organic,Root Canal,Clinic A,Appointment Booked,16,Yes,2025-05-08
L02296,2025-12-24,,Google Ads,Dental Implant,Clinic B,Contacted - No Appointment,11,No,
L02297,2025-02-10,P02297,Google Ads,Dental Implant,Clinic C,Appointment Booked,13,Yes,
L02298,2025-06-23,,Google Organic,Root Canal,Clinic A,Contacted - No Appointment,34,No,
L02299,2025-10-29,,Referral,General Dentistry,Clinic A,Contacted - No Appointment,24,No,
L02300,2025-11-11,,Facebook,Invisalign,Clinic B,Contacted - No Appointment,14,No,
L02301,2025-02-13,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,4,No,
L02302,2025-10-03,P02302,Google Organic,Invisalign,Clinic B,Appointment Booked,73,Yes,2025-12-10
L02303,2025-04-25,P02303,Google Ads,Dental Implant,Clinic B,Appointment Booked,7,Yes,2025-08-05
L02304,2025-05-11,,Google Ads,General Dentistry,Clinic A,Contacted - No Appointment,34,No,
L02305,2025-01-03,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,11,No,
L02306,2025-05-12,P02306,Facebook,Dental Implant,Clinic C,Appointment Booked,21,Yes,
L02307,2025-08-23,P02307,Google Ads,Teeth Whitening,Clinic A,Appointment Booked,9,Yes,
L02308,2025-11-01,P02308,Facebook,Invisalign,Clinic B,Appointment Booked,10,Yes,2025-10-11
L02309,2025-06-12,,Google Organic,General Dentistry,Clinic C,Contacted - No Appointment,10,No,
L02310,2025-10-09,,Facebook,Invisalign,Clinic A,Contacted - No Appointment,20,No,
L02311,2025-10-16,P02311,Google Ads,Invisalign,Clinic A,Appointment Booked,10,Yes,
L02312,2025-10-12,P02312,Facebook,Dental Crown,Clinic A,Appointment Booked,19,Yes,
L02313,2025-06-28,,Google Organic,General Dentistry,Clinic D,Contacted - No Appointment,43,No,
L02314,2025-12-13,P02314,Google Ads,Invisalign,Clinic D,Appointment Booked,7,Yes,
L02315,2025-04-24,,Google Ads,Teeth Whitening,Clinic D,Contacted - No Appointment,7,No,
L02316,2025-02-08,,Facebook,Dental Implant,Clinic C,Not Contacted/Cold,50,No,
L02317,2025-08-27,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,29,No,
L02318,2025-12-28,P02318,Referral,Dental Implant,Clinic B,Appointment Booked,18,Yes,2026-11-01
L02319,2025-06-03,P02319,Instagram,General Dentistry,Clinic C,Appointment Booked,5,Yes,
L02320,2025-01-22,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,4,No,
L02321,2025-06-22,,Google Organic,Root Canal,Clinic C,Contacted - No Appointment,8,No,
L02322,2025-10-09,P02322,Facebook,General Dentistry,Clinic D,Appointment Booked,20,Yes,
