date,platform,campaign,clinic,spend,impressions,clicks,leads
2025-04-01,Google Ads,General Dentistry,Clinic D,5730.62,56128,2340,55
2025-04-02,Google Ads,Dental Implant,Clinic A,9084.0,107264,5768,26
2025-04-02,Instagram,Invisalign,Clinic A,7741.16,91179,4413,26
2025-04-02,Google Ads,Root Canal,Clinic A,6763.29,88133,4694,37
2025-04-02,Google Ads,Dental Crown,Clinic A,5303.92,51456,2271,30
2025-04-02,Instagram,Teeth Whitening,Clinic A,3464.35,37655,1894,32
2025-04-02,Google Ads,General Dentistry,Clinic A,6180.81,99290,3919,67
2025-04-02,Meta Ads,Dental Implant,Clinic B,8726.41,119702,6762,32
2025-04-02,Google Ads,Invisalign,Clinic B,8442.97,98823,3979,21
2025-04-02,Instagram,Root Canal,Clinic B,7136.41,64682,2504,37
2025-04-02,Meta Ads,Dental Crown,Clinic B,4741.51,78317,4344,22
2025-04-02,Google Ads,Teeth Whitening,Clinic B,3549.79,54357,1689,23
2025-04-02,Meta Ads,General Dentistry,Clinic B,4363.54,43242,1615,40
2025-04-02,Google Ads,Dental Implant,Clinic C,7771.0,113749,5270,29
2025-04-02,Meta Ads,Invisalign,Clinic C,8949.27,128173,5963,18
2025-04-02,Meta Ads,Root Canal,Clinic C,6770.85,88449,3687,31
2025-04-02,Google Ads,Dental Crown,Clinic C,5377.34,49348,2870,25
2025-04-02,Google Ads,Teeth Whitening,Clinic C,3044.39,27198,936,28
2025-04-02,Meta Ads,General Dentistry,Clinic C,2909.5,47991,1568,28
2025-04-02,Google Ads,Dental Implant,Clinic D,9187.35,157566,5614,24
2025-04-02,Google Ads,Invisalign,Clinic D,8033.24,69287,2498,24
2025-04-02,Meta Ads,Root Canal,Clinic D,6741.52,89155,4759,33
2025-04-02,Google Ads,Dental Crown,Clinic D,5657.28,57177,1519,30
2025-04-02,Instagram,Teeth Whitening,Clinic D,3468.77,52216,1524,36
2025-04-02,Meta Ads,General Dentistry,Clinic D,5035.98,88187,5677,50
2025-04-03,Meta Ads,Dental Implant,Clinic A,8579.33,131000,4762,24
2025-04-03,Meta Ads,Invisalign,Clinic A,8566.6,97839,5347,26
2025-04-03,Google Ads,Root Canal,Clinic A,7862.89,125398,4733,38
2025-04-03,Instagram,Dental Crown,Clinic A,5796.41,97319,4579,27
2025-04-03,Google Ads,Teeth Whitening,Clinic A,3115.71,29877,1276,26
2025-04-03,Meta Ads,General Dentistry,Clinic A,4133.79,64289,3392,43
2025-04-03,Meta Ads,Dental Implant,Clinic B,6935.27,108116,3890,18
2025-04-03,Google Ads,Invisalign,Clinic B,4783.93,51458,2330,21
2025-04-03,Google Ads,Root Canal,Clinic B,7771.8,83208,4068,39
2025-04-03,Meta Ads,Dental Crown,Clinic B,5053.94,66713,3910,29
2025-04-03,Google Ads,Teeth Whitening,Clinic B,3128.35,45674,2595,29
2025-04-03,Google Ads,General Dentistry,Clinic B,4803.99,44422,2307,46
2025-04-03,Google Ads,Dental Implant,Clinic C,10213.61,92613,4444,29
2025-04-03,Instagram,Invisalign,Clinic C,8164.15,90044,4776,23
2025-04-03,Meta Ads,Root Canal,Clinic C,6183.37,96513,3309,34
2025-04-03,Google Ads,Dental Crown,Clinic C,6424.46,65167,1755,35
2025-04-03,Google Ads,Teeth Whitening,Clinic C,3189.15,54879,3004,24
2025-04-03,Google Ads,General Dentistry,Clinic C,4953.61,83658,4112,48
2025-04-03,Google Ads,Dental Implant,Clinic D,10001.7,136490,7444,37
2025-04-03,Google Ads,Invisalign,Clinic D,8682.22,138553,8679,24
2025-04-03,Instagram,Root Canal,Clinic D,5745.66,60938,1753,27
2025-04-03,Google Ads,Dental Crown,Clinic D,3734.39,42906,1179,15
2025-04-03,Google Ads,Teeth Whitening,Clinic D,3901.51,67360,2452,34
2025-04-03,Meta Ads,General Dentistry,Clinic D,4516.99,70263,4499,49
2025-04-04,Google Ads,Dental Implant,Clinic A,9319.6,121945,4495,28
2025-04-04,Instagram,Invisalign,Clinic A,7315.81,115164,6695,23
2025-04-04,Google Ads,Root Canal,Clinic A,6442.69,64063,3978,30
2025-04-04,Google Ads,Dental Crown,Clinic A,5318.19,53477,1620,26
2025-04-04,Google Ads,Teeth Whitening,Clinic A,2630.78,30970,1826,25
2025-04-04,Google Ads,General Dentistry,Clinic A,4915.21,80175,3117,51
2025-04-04,Google Ads,Dental Implant,Clinic B,7704.88,83834,4811,27
2025-04-04,Meta Ads,Invisalign,Clinic B,6114.37,89751,2716,19
2025-04-04,Instagram,Root Canal,Clinic B,7332.29,126126,4019,36
2025-04-04,Google Ads,Dental Crown,Clinic B,5307.21,50645,2948,31
2025-04-04,Meta Ads,Teeth Whitening,Clinic B,3913.87,54093,2310,35
2025-04-04,Google Ads,General Dentistry,Clinic B,5346.18,43055,2010,49
2025-04-04,Google Ads,Dental Implant,Clinic C,9057.83,127079,6909,29
2025-04-04,Meta Ads,Invisalign,Clinic C,6560.17,66921,1897,7
2025-04-04,Meta Ads,Root Canal,Clinic C,5645.64,60082,3576,31
2025-04-04,Instagram,Dental Crown,Clinic C,5301.12,88483,4430,35
2025-04-04,Meta Ads,Teeth Whitening,Clinic C,3203.11,50754,1688,33
2025-04-04,Google Ads,General Dentistry,Clinic C,4718.92,57282,2631,52
2025-04-04,Instagram,Dental Implant,Clinic D,9030.35,121655,6030,34
2025-04-04,Meta Ads,Invisalign,Clinic D,6145.69,87378,2783,19
2025-04-04,Meta Ads,Root Canal,Clinic D,7512.91,131058,8172,41
2025-04-04,Google Ads,Dental Crown,Clinic D,4711.3,74860,1915,16
2025-04-04,Instagram,Teeth Whitening,Clinic D,4596.09,81838,4935,36
2025-04-04,Google Ads,General Dentistry,Clinic D,5768.09,89033,4735,57
2025-04-05,Google Ads,Dental Implant,Clinic A,8019.74,84256,2430,24
2025-04-05,Meta Ads,Invisalign,Clinic A,9678.84,167591,6288,24
2025-04-05,Google Ads,Root Canal,Clinic A,6201.81,83491,2689,30
2025-04-05,Meta Ads,Dental Crown,Clinic A,4626.28,58890,2259,25
2025-04-05,Google Ads,Teeth Whitening,Clinic A,4055.47,52650,1848,35
2025-04-05,Meta Ads,General Dentistry,Clinic A,3579.69,64380,1679,35
2025-04-05,Meta Ads,Dental Implant,Clinic B,8332.64,79772,3387,31
2025-04-05,Meta Ads,Invisalign,Clinic B,9579.61,135829,6818,29
2025-04-05,Meta Ads,Root Canal,Clinic B,7666.83,77449,3535,41
2025-04-05,Google Ads,Dental Crown,Clinic B,5537.27,74146,3027,33
2025-04-05,Google Ads,Teeth Whitening,Clinic B,3293.94,36362,1749,24
2025-04-05,Meta Ads,General Dentistry,Clinic B,4612.82,80659,2653,53
2025-04-05,Meta Ads,Dental Implant,Clinic C,9420.73,143697,8090,28
2025-04-05,Meta Ads,Invisalign,Clinic C,9299.43,77430,2400,29
2025-04-05,Meta Ads,Root Canal,Clinic C,6526.27,62215,2354,36
2025-04-05,Meta Ads,Dental Crown,Clinic C,4384.4,48597,2678,24
2025-04-05,Google Ads,Teeth Whitening,Clinic C,4051.37,72302,3997,36
2025-04-05,Google Ads,General Dentistry,Clinic C,3850.78,36988,1189,34
2025-04-05,Google Ads,Dental Implant,Clinic D,10806.51,123291,4052,42
2025-04-05,Meta Ads,Invisalign,Clinic D,9649.76,147476,7739,19
2025-04-05,Google Ads,Root Canal,Clinic D,5158.18,66733,3310,29
2025-04-05,Meta Ads,Dental Crown,Clinic D,5076.55,69551,1769,25
2025-04-05,Meta Ads,Teeth Whitening,Clinic D,3220.67,36629,2161,30
2025-04-05,Meta Ads,General Dentistry,Clinic D,5368.35,90578,3385,50
2025-04-06,Meta Ads,Dental Implant,Clinic A,8624.63,138864,7805,39
2025-04-06,Google Ads,Invisalign,Clinic A,10353.19,110877,4377,29
2025-04-06,Google Ads,Root Canal,Clinic A,6840.93,88709,2815,32
2025-04-06,Google Ads,Dental Crown,Clinic A,5469.22,48877,2008,27
2025-04-06,Google Ads,Teeth Whitening,Clinic A,3934.03,70141,3921,47
2025-04-06,Instagram,General Dentistry,Clinic A,5780.75,97988,2610,59
2025-04-06,Instagram,Dental Implant,Clinic B,10104.89,158984,4669,29
2025-04-06,Instagram,Invisalign,Clinic B,8305.84,79348,3780,26
2025-04-06,Google Ads,Root Canal,Clinic B,6324.02,94465,4768,36
2025-04-06,Google Ads,Dental Crown,Clinic B,2854.06,33524,1996,19
2025-04-06,Google Ads,Teeth Whitening,Clinic B,3953.75,35090,1257,30
2025-04-06,Instagram,General Dentistry,Clinic B,4135.76,74128,4655,42
2025-04-06,Google Ads,Dental Implant,Clinic C,9153.77,158303,10087,33
2025-04-06,Meta Ads,Invisalign,Clinic C,8607.01,118215,4570,23
2025-04-06,Google Ads,Root Canal,Clinic C,7278.76,117903,3095,37
2025-04-06,Google Ads,Dental Crown,Clinic C,5153.24,83198,3793,25
2025-04-06,Meta Ads,Teeth Whitening,Clinic C,3343.42,35334,1270,24
2025-04-06,Google Ads,General Dentistry,Clinic C,5555.6,98563,3582,56
2025-04-06,Google Ads,Dental Implant,Clinic D,10346.21,168107,6535,39
2025-04-06,Google Ads,Invisalign,Clinic D,6424.59,53939,1875,19
2025-04-06,Google Ads,Root Canal,Clinic D,8826.67,85005,2997,48
2025-04-06,Google Ads,Dental Crown,Clinic D,5194.47,58795,3557,25
2025-04-06,Meta Ads,Teeth Whitening,Clinic D,3749.24,34935,962,36
2025-04-06,Google Ads,General Dentistry,Clinic D,4964.18,88411,4486,54
2025-04-07,Google Ads,Dental Implant,Clinic A,8614.32,86117,4317,25
2025-04-07,Google Ads,Invisalign,Clinic A,9062.19,139227,8857,29
2025-04-07,Meta Ads,Root Canal,Clinic A,7200.37,70517,1863,37
2025-04-07,Google Ads,Dental Crown,Clinic A,5409.24,58331,1604,26
2025-04-07,Instagram,Teeth Whitening,Clinic A,3750.68,31412,814,32
2025-04-07,Meta Ads,General Dentistry,Clinic A,4313.37,34599,1366,40
2025-04-07,Google Ads,Dental Implant,Clinic B,8968.27,132598,8278,39
2025-04-07,Meta Ads,Invisalign,Clinic B,7030.29,111310,7031,13
2025-04-07,Meta Ads,Root Canal,Clinic B,6008.55,72425,2870,29
2025-04-07,Google Ads,Dental Crown,Clinic B,4582.95,63829,2819,28
2025-04-07,Instagram,Teeth Whitening,Clinic B,2573.48,37024,1397,27
2025-04-07,Google Ads,General Dentistry,Clinic B,5425.76,92735,4335,54
2025-04-07,Meta Ads,Dental Implant,Clinic C,10967.87,99064,4067,38
2025-04-07,Google Ads,Invisalign,Clinic C,7429.3,123837,6668,17
2025-04-07,Meta Ads,Root Canal,Clinic C,6685.1,57240,3096,27
2025-04-07,Google Ads,Dental Crown,Clinic C,4179.96,63150,3841,23
2025-04-07,Google Ads,Teeth Whitening,Clinic C,2988.74,29541,880,26
2025-04-07,Google Ads,General Dentistry,Clinic C,4271.03,65341,3402,37
2025-04-07,Instagram,Dental Implant,Clinic D,9118.02,141539,5724,32
2025-04-07,Google Ads,Invisalign,Clinic D,8442.18,90382,2548,21
2025-04-07,Google Ads,Root Canal,Clinic D,5422.22,85128,5212,31
2025-04-07,Google Ads,Dental Crown,Clinic D,4699.23,73882,2753,31
2025-04-07,Instagram,Teeth Whitening,Clinic D,3888.86,53806,3479,31
2025-04-07,Meta Ads,General Dentistry,Clinic D,4917.73,56592,3533,52
2025-04-08,Google Ads,Dental Implant,Clinic A,6957.37,76806,1927,21
2025-04-08,Meta Ads,Invisalign,Clinic A,5820.78,102859,5423,23
2025-04-08,Google Ads,Root Canal,Clinic A,6858.63,92272,3324,26
2025-04-08,Google Ads,Dental Crown,Clinic A,3814.02,57982,1827,15
2025-04-08,Meta Ads,Teeth Whitening,Clinic A,3188.05,31559,1377,29
2025-04-08,Meta Ads,General Dentistry,Clinic A,4992.55,82427,3747,51
2025-04-08,Meta Ads,Dental Implant,Clinic B,9281.45,107467,4192,32
2025-04-08,Google Ads,Invisalign,Clinic B,4730.57,46714,2279,13
2025-04-08,Meta Ads,Root Canal,Clinic B,4724.03,76200,4208,24
2025-04-08,Meta Ads,Dental Crown,Clinic B,5979.47,97481,5939,35
2025-04-08,Meta Ads,Teeth Whitening,Clinic B,3003.66,45728,1401,26
2025-04-08,Meta Ads,General Dentistry,Clinic B,5292.48,69779,3010,51
2025-04-08,Google Ads,Dental Implant,Clinic C,10519.83,145816,8675,35
2025-04-08,Instagram,Invisalign,Clinic C,8737.76,106330,3546,20
2025-04-08,Google Ads,Root Canal,Clinic C,7459.04,86152,3035,35
2025-04-08,Instagram,Dental Crown,Clinic C,5101.91,68782,1888,30
2025-04-08,Meta Ads,Teeth Whitening,Clinic C,4277.8,68948,2185,36
2025-04-08,Meta Ads,General Dentistry,Clinic C,4776.31,61183,3727,51
2025-04-08,Instagram,Dental Implant,Clinic D,7913.48,131745,4573,24
2025-04-08,Meta Ads,Invisalign,Clinic D,7248.98,73069,3227,20
2025-04-08,Google Ads,Root Canal,Clinic D,7023.13,62745,3129,36
2025-04-08,Meta Ads,Dental Crown,Clinic D,5632.74,99270,4689,27
2025-04-08,Google Ads,Teeth Whitening,Clinic D,3516.01,34418,951,31
2025-04-08,Google Ads,General Dentistry,Clinic D,3959.91,47679,2718,39
2025-04-09,Meta Ads,Dental Implant,Clinic A,9239.55,125220,7089,31
2025-04-09,Google Ads,Invisalign,Clinic A,8921.18,71879,1810,21
2025-04-09,Google Ads,Root Canal,Clinic A,7007.47,115460,3817,37
2025-04-09,Google Ads,Dental Crown,Clinic A,4069.2,45294,2502,24
2025-04-09,Google Ads,Teeth Whitening,Clinic A,3400.31,34675,1158,33
2025-04-09,Meta Ads,General Dentistry,Clinic A,3444.78,51460,2153,31
2025-04-09,Meta Ads,Dental Implant,Clinic B,9734.21,114323,4148,32
2025-04-09,Meta Ads,Invisalign,Clinic B,6549.29,115193,5533,20
2025-04-09,Google Ads,Root Canal,Clinic B,6248.86,55458,2251,37
2025-04-09,Meta Ads,Dental Crown,Clinic B,5780.76,89670,3425,33
2025-04-09,Google Ads,Teeth Whitening,Clinic B,2649.5,44184,1683,28
2025-04-09,Meta Ads,General Dentistry,Clinic B,4201.18,38509,1666,38
2025-04-09,Google Ads,Dental Implant,Clinic C,8342.37,137969,7653,21
2025-04-09,Instagram,Invisalign,Clinic C,6972.71,121103,4126,21
2025-04-09,Google Ads,Root Canal,Clinic C,8524.57,109069,4410,45
2025-04-09,Google Ads,Dental Crown,Clinic C,5414.2,89646,3691,24
2025-04-09,Instagram,Teeth Whitening,Clinic C,4037.61,69423,3680,35
2025-04-09,Google Ads,General Dentistry,Clinic C,6263.47,79050,4477,55
2025-04-09,Meta Ads,Dental Implant,Clinic D,11302.79,116384,4412,33
2025-04-09,Google Ads,Invisalign,Clinic D,9239.47,148259,5836,27
2025-04-09,Meta Ads,Root Canal,Clinic D,6599.8,72336,4537,39
2025-04-09,Instagram,Dental Crown,Clinic D,5623.86,47339,1187,28
2025-04-09,Google Ads,Teeth Whitening,Clinic D,4929.08,58077,1751,37
2025-04-09,Google Ads,General Dentistry,Clinic D,4080.22,56808,2967,44
2025-04-10,Meta Ads,Dental Implant,Clinic A,7258.91,123438,4371,24
2025-04-10,Google Ads,Invisalign,Clinic A,9046.29,153460,4043,28
2025-04-10,Meta Ads,Root Canal,Clinic A,6646.22,63769,2984,40
2025-04-10,Google Ads,Dental Crown,Clinic A,6118.02,81519,2234,35
2025-04-10,Google Ads,Teeth Whitening,Clinic A,3235.82,39155,1400,31
2025-04-10,Instagram,General Dentistry,Clinic A,5522.96,77439,3833,57
2025-04-10,Google Ads,Dental Implant,Clinic B,7843.82,85878,4521,21
2025-04-10,Google Ads,Invisalign,Clinic B,10185.96,108638,4556,30
2025-04-10,Meta Ads,Root Canal,Clinic B,5723.41,84267,5364,23
2025-04-10,Meta Ads,Dental Crown,Clinic B,4865.31,41310,1134,25
2025-04-10,Google Ads,Teeth Whitening,Clinic B,2806.04,32330,1871,22
2025-04-10,Meta Ads,General Dentistry,Clinic B,5576.68,65395,2644,50
2025-04-10,Meta Ads,Dental Implant,Clinic C,10491.46,96020,4469,26
2025-04-10,Meta Ads,Invisalign,Clinic C,7423.98,126564,4467,10
2025-04-10,Google Ads,Root Canal,Clinic C,6388.17,106652,5310,33
2025-04-10,Google Ads,Dental Crown,Clinic C,4634.15,80071,4432,28
2025-04-10,Google Ads,Teeth Whitening,Clinic C,4264.49,51009,3289,38
2025-04-10,Meta Ads,General Dentistry,Clinic C,4040.16,36679,1857,41
2025-04-10,Meta Ads,Dental Implant,Clinic D,9070.05,151808,6324,30
2025-04-10,Meta Ads,Invisalign,Clinic D,7218.2,64271,3611,20
2025-04-10,Meta Ads,Root Canal,Clinic D,8290.32,97794,2559,49
2025-04-10,Meta Ads,Dental Crown,Clinic D,3982.99,32703,840,21
2025-04-10,Google Ads,Teeth Whitening,Clinic D,3216.39,33680,1693,26
2025-04-10,Google Ads,General Dentistry,Clinic D,5292.76,62708,3369,55
2025-04-11,Google Ads,Dental Implant,Clinic A,10958.06,189769,9416,31
2025-04-11,Google Ads,Invisalign,Clinic A,6671.08,96924,3690,12
2025-04-11,Google Ads,Root Canal,Clinic A,5580.59,84630,4693,32
2025-04-11,Meta Ads,Dental Crown,Clinic A,3854.33,62127,1792,21
2025-04-11,Google Ads,Teeth Whitening,Clinic A,2486.83,36346,1904,22
2025-04-11,Meta Ads,General Dentistry,Clinic A,4913.39,48520,1365,52
2025-04-11,Meta Ads,Dental Implant,Clinic B,10080.16,101038,3427,35
2025-04-11,Meta Ads,Invisalign,Clinic B,7307.85,117834,4521,17
2025-04-11,Google Ads,Root Canal,Clinic B,5252.7,52308,1342,29
2025-04-11,Meta Ads,Dental Crown,Clinic B,4199.08,35710,1593,23
2025-04-11,Meta Ads,Teeth Whitening,Clinic B,2932.54,24456,938,29
2025-04-11,Meta Ads,General Dentistry,Clinic B,4055.95,70078,1904,41
2025-04-11,Google Ads,Dental Implant,Clinic C,10031.74,179691,4494,33
2025-04-11,Google Ads,Invisalign,Clinic C,10799.15,157316,5515,30
2025-04-11,Google Ads,Root Canal,Clinic C,7640.93,85861,4743,38
2025-04-11,Google Ads,Dental Crown,Clinic C,5021.26,53470,1640,27
2025-04-11,Google Ads,Teeth Whitening,Clinic C,3245.48,33472,2147,32
2025-04-11,Meta Ads,General Dentistry,Clinic C,4919.93,57760,3437,51
2025-04-11,Meta Ads,Dental Implant,Clinic D,6910.05,123079,7284,27
2025-04-11,Google Ads,Invisalign,Clinic D,8938.98,73813,2835,22
2025-04-11,Meta Ads,Root Canal,Clinic D,6909.42,116718,7385,35
2025-04-11,Google Ads,Dental Crown,Clinic D,5096.29,81155,2973,25
2025-04-11,Google Ads,Teeth Whitening,Clinic D,1950.56,24958,1028,27
2025-04-11,Meta Ads,General Dentistry,Clinic D,4292.73,65279,2315,52
2025-04-12,Instagram,Dental Implant,Clinic A,6479.3,86969,3114,17
2025-04-12,Google Ads,Invisalign,Clinic A,8321.12,142518,7469,21
2025-04-12,Meta Ads,Root Canal,Clinic A,5570.84,60511,1553,21
2025-04-12,Google Ads,Dental Crown,Clinic A,4110.3,46361,2215,27
2025-04-12,Meta Ads,Teeth Whitening,Clinic A,3722.59,33126,1848,34
2025-04-12,Google Ads,General Dentistry,Clinic A,4639.56,62758,2751,41
2025-04-12,Instagram,Dental Implant,Clinic B,9915.71,119966,7192,27
2025-04-12,Google Ads,Invisalign,Clinic B,9189.12,111024,5459,26
2025-04-12,Meta Ads,Root Canal,Clinic B,6577.13,56287,3045,30
2025-04-12,Instagram,Dental Crown,Clinic B,4459.82,71337,3575,27
2025-04-12,Google Ads,Teeth Whitening,Clinic B,4079.84,44467,2284,37
2025-04-12,Google Ads,General Dentistry,Clinic B,4135.28,58250,2677,43
2025-04-12,Meta Ads,Dental Implant,Clinic C,9623.7,134996,5672,25
2025-04-12,Meta Ads,Invisalign,Clinic C,8081.61,122581,4868,17
2025-04-12,Google Ads,Root Canal,Clinic C,6947.92,64165,2889,32
2025-04-12,Google Ads,Dental Crown,Clinic C,5818.58,81745,4591,30
2025-04-12,Google Ads,Teeth Whitening,Clinic C,2910.8,48319,2492,20
2025-04-12,Meta Ads,General Dentistry,Clinic C,5335.36,90078,4186,50
2025-04-12,Google Ads,Dental Implant,Clinic D,10500.74,124707,6239,31
2025-04-12,Meta Ads,Invisalign,Clinic D,7604.65,94758,2614,24
2025-04-12,Meta Ads,Root Canal,Clinic D,7892.53,63379,3783,37
2025-04-12,Instagram,Dental Crown,Clinic D,3526.74,49951,3197,8
2025-04-12,Meta Ads,Teeth Whitening,Clinic D,3573.34,43560,2414,29
2025-04-12,Google Ads,General Dentistry,Clinic D,3568.11,47021,1362,30
2025-04-13,Meta Ads,Dental Implant,Clinic A,6426.08,92410,2673,25
2025-04-13,Instagram,Invisalign,Clinic A,7717.47,136640,5593,20
2025-04-13,Instagram,Root Canal,Clinic A,6793.91,84285,5009,33
2025-04-13,Google Ads,Dental Crown,Clinic A,3686.09,41395,2524,28
2025-04-13,Google Ads,Teeth Whitening,Clinic A,3391.15,53573,2713,31
2025-04-13,Google Ads,General Dentistry,Clinic A,4652.45,76285,3190,43
2025-04-13,Google Ads,Dental Implant,Clinic B,8207.79,79818,4216,29
2025-04-13,Meta Ads,Invisalign,Clinic B,7630.36,76456,3222,24
2025-04-13,Google Ads,Root Canal,Clinic B,4296.01,53484,2900,16
2025-04-13,Meta Ads,Dental Crown,Clinic B,5869.68,100009,5371,29
2025-04-13,Google Ads,Teeth Whitening,Clinic B,2808.38,22622,914,28
2025-04-13,Google Ads,General Dentistry,Clinic B,4680.77,50628,2666,49
2025-04-13,Google Ads,Dental Implant,Clinic C,10119.05,111029,2914,30
2025-04-13,Meta Ads,Invisalign,Clinic C,9632.31,106536,4472,30
2025-04-13,Meta Ads,Root Canal,Clinic C,4884.07,61823,3154,22
2025-04-13,Meta Ads,Dental Crown,Clinic C,5535.02,60437,1800,35
2025-04-13,Meta Ads,Teeth Whitening,Clinic C,3083.72,49191,1662,23
2025-04-13,Meta Ads,General Dentistry,Clinic C,4357.72,77579,4901,40
2025-04-13,Instagram,Dental Implant,Clinic D,6382.62,73716,2450,24
2025-04-13,Google Ads,Invisalign,Clinic D,7819.19,64667,4046,17
2025-04-13,Meta Ads,Root Canal,Clinic D,6135.2,72167,4215,27
2025-04-13,Google Ads,Dental Crown,Clinic D,6536.62,76686,3014,34
2025-04-13,Google Ads,Teeth Whitening,Clinic D,3208.77,53159,1479,30
2025-04-13,Google Ads,General Dentistry,Clinic D,3282.24,32417,1592,26
2025-04-14,Google Ads,Dental Implant,Clinic A,12211.17,121053,7482,45
2025-04-14,Meta Ads,Invisalign,Clinic A,8178.16,132490,6637,28
2025-04-14,Google Ads,Root Canal,Clinic A,7173.02,57528,3732,43
2025-04-14,Google Ads,Dental Crown,Clinic A,3281.53,29543,1724,24
2025-04-14,Meta Ads,Teeth Whitening,Clinic A,3460.2,55076,3134,36
2025-04-14,Google Ads,General Dentistry,Clinic A,4713.5,66851,3368,46
2025-04-14,Google Ads,Dental Implant,Clinic B,6332.85,62717,3385,17
2025-04-14,Google Ads,Invisalign,Clinic B,12388.59,217467,12999,39
2025-04-14,Meta Ads,Root Canal,Clinic B,6987.7,57850,3580,38
2025-04-14,Meta Ads,Dental Crown,Clinic B,6086.78,62375,1632,37
2025-04-14,Google Ads,Teeth Whitening,Clinic B,3773.05,43815,1518,39
2025-04-14,Meta Ads,General Dentistry,Clinic B,6313.91,51304,2164,59
2025-04-14,Google Ads,Dental Implant,Clinic C,7891.86,76323,4736,29
2025-04-14,Google Ads,Invisalign,Clinic C,7105.32,115305,6157,17
2025-04-14,Instagram,Root Canal,Clinic C,5277.49,51024,2817,30
2025-04-14,Instagram,Dental Crown,Clinic C,5118.24,81603,4202,29
2025-04-14,Meta Ads,Teeth Whitening,Clinic C,3286.49,41347,2132,26
2025-04-14,Google Ads,General Dentistry,Clinic C,5328.23,63641,1775,45
2025-04-14,Instagram,Dental Implant,Clinic D,11950.8,168489,6593,40
2025-04-14,Meta Ads,Invisalign,Clinic D,6024.32,85017,3059,19
2025-04-14,Meta Ads,Root Canal,Clinic D,5597.03,60589,3275,33
2025-04-14,Meta Ads,Dental Crown,Clinic D,5127.25,75022,3349,24
2025-04-14,Meta Ads,Teeth Whitening,Clinic D,4056.47,42185,1529,35
2025-04-14,Meta Ads,General Dentistry,Clinic D,5450.9,75437,4258,56
2025-04-15,Google Ads,Dental Implant,Clinic A,11965.87,203650,5374,43
2025-04-15,Google Ads,Invisalign,Clinic A,6466.6,95558,3259,23
2025-04-15,Meta Ads,Root Canal,Clinic A,5262.84,91017,5159,27
2025-04-15,Meta Ads,Dental Crown,Clinic A,6494.01,66027,3275,36
2025-04-15,Instagram,Teeth Whitening,Clinic A,3690.05,40956,2066,39
2025-04-15,Meta Ads,General Dentistry,Clinic A,5551.64,59915,2714,58
2025-04-15,Meta Ads,Dental Implant,Clinic B,8618.16,89077,4087,28
2025-04-15,Meta Ads,Invisalign,Clinic B,11150.09,92586,3792,29
2025-04-15,Meta Ads,Root Canal,Clinic B,5427.85,54340,2372,26
2025-04-15,Google Ads,Dental Crown,Clinic B,5699.92,57839,1716,27
