Lead_ID,Lead_Date,Patient_ID,Lead_Source,Campaign,Clinic,Lead_Status,First_Response_Minutes,Appointment_Booked,Appointment_Date
L02087,21-03-2025,,Instagram,Dental Implant,Clinic B,Contacted - No Appointment,6,No,
L02088,11-04-2025,P02088,Google Organic,General Dentistry,Clinic C,Appointment Booked,15,Yes,16-04-2025
L02089,01-05-2025,P02089,Google Ads,Invisalign,Clinic C,Appointment Booked,13,Yes,02-05-2025
L02090,07-10-2025,,Google Ads,General Dentistry,Clinic B,Contacted - No Appointment,9,No,
L02091,22-01-2025,P02091,Instagram,General Dentistry,Clinic B,Appointment Booked,21,Yes,04-02-2025
L02092,05-12-2025,,Google Ads,Dental Crown,Clinic A,Not Contacted/Cold,47,No,
L02093,05-02-2025,P02093,Google Organic,Dental Implant,Clinic A,Appointment Booked,10,Yes,12-02-2025
L02094,26-07-2025,P02094,Google Ads,Dental Implant,Clinic A,Appointment Booked,19,Yes,07-08-2025
L02095,29-09-2025,P02095,Facebook,Root Canal,Clinic D,Appointment Booked,18,Yes,30-09-2025
L02096,05-12-2025,P02096,Google Organic,Root Canal,Clinic A,Appointment Booked,20,Yes,15-12-2025
L02097,15-06-2025,,Google Organic,Dental Crown,Clinic A,Contacted - No Appointment,2,No,
L02098,02-05-2025,,Instagram,Root Canal,Clinic B,Contacted - No Appointment,38,No,
L02099,10-10-2025,,Referral,General Dentistry,Clinic A,Not Contacted/Cold,73,No,
L02100,13-10-2025,,Google Organic,Root Canal,Clinic C,Contacted - No Appointment,18,No,
L02101,09-09-2025,,Facebook,Dental Crown,Clinic A,Contacted - No Appointment,29,No,
L02102,10-10-2025,P02102,Referral,General Dentistry,Clinic A,Appointment Booked,24,Yes,14-10-2025
L02103,12-10-2025,,Google Organic,Dental Implant,Clinic C,Contacted - No Appointment,7,No,
L02104,29-06-2025,,Instagram,Invisalign,Clinic B,Contacted - No Appointment,17,No,
L02105,15-12-2025,P02105,Facebook,Dental Implant,Clinic C,Appointment Booked,11,Yes,29-12-2025
L02106,02-08-2025,,Referral,Dental Implant,Clinic C,Contacted - No Appointment,16,No,
L02107,08-04-2025,P02107,Google Ads,Root Canal,Clinic A,Appointment Booked,19,Yes,16-04-2025
L02108,07-02-2025,,Google Ads,Invisalign,Clinic C,Contacted - No Appointment,20,No,
L02109,03-10-2025,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,10,No,
L02110,03-08-2025,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,20,No,
L02111,03-05-2025,P02111,Facebook,Dental Implant,Clinic B,Appointment Booked,16,Yes,14-05-2025
L02112,28-01-2025,,Google Organic,Root Canal,Clinic B,Contacted - No Appointment,36,No,
L02113,13-08-2025,P02113,Instagram,Dental Implant,Clinic C,Appointment Booked,28,Yes,23-08-2025
L02114,06-01-2025,P02114,Google Ads,Invisalign,Clinic D,Appointment Booked,32,Yes,18-01-2025
L02115,23-10-2025,P02115,Google Organic,Root Canal,Clinic D,Appointment Booked,34,Yes,24-10-2025
L02116,22-09-2025,P02116,Facebook,General Dentistry,Clinic C,Appointment Booked,8,Yes,06-10-2025
L02117,06-05-2025,P02117,Facebook,Root Canal,Clinic B,Appointment Booked,28,Yes,20-05-2025
L02118,01-02-2025,P02118,Facebook,Dental Implant,Clinic A,Appointment Booked,8,Yes,10-02-2025
L02119,17-05-2025,,Referral,Root Canal,Clinic A,Contacted - No Appointment,43,No,
L02120,27-07-2025,,Facebook,Dental Implant,Clinic B,Contacted - No Appointment,27,No,
L02121,29-08-2025,,Google Ads,Invisalign,Clinic B,Contacted - No Appointment,8,No,
L02122,16-02-2025,P02122,Facebook,Dental Crown,Clinic D,Appointment Booked,20,Yes,24-02-2025
L02123,05-12-2025,P02123,Google Organic,Dental Implant,Clinic B,Appointment Booked,9,Yes,15-12-2025
L02124,05-04-2025,,Instagram,Root Canal,Clinic B,Contacted - No Appointment,13,No,
L02125,17-07-2025,,Google Ads,Dental Crown,Clinic B,Contacted - No Appointment,23,No,
L02126,11-02-2025,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,11,No,
L02127,22-02-2025,,Instagram,Dental Implant,Clinic C,Contacted - No Appointment,15,No,
L02128,08-01-2025,P02128,Google Organic,General Dentistry,Clinic C,Appointment Booked,34,Yes,13-01-2025
L02129,20-04-2025,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,16,No,
L02130,12-05-2025,,Google Organic,Teeth Whitening,Clinic D,Contacted - No Appointment,9,No,
L02131,01-10-2025,,Referral,Invisalign,Clinic A,Contacted - No Appointment,3,No,
L02132,10-09-2025,P02132,Google Ads,Root Canal,Clinic D,Appointment Booked,29,Yes,17-09-2025
L02133,07-04-2025,P02133,Instagram,Root Canal,Clinic C,Appointment Booked,28,Yes,13-04-2025
L02134,20-01-2025,,Google Ads,Invisalign,Clinic B,Contacted - No Appointment,20,No,
L02135,21-08-2025,,Google Organic,Dental Implant,Clinic B,Not Contacted/Cold,67,No,
L02136,05-04-2025,,Facebook,Root Canal,Clinic C,Contacted - No Appointment,14,No,
L02137,03-07-2025,,Google Ads,General Dentistry,Clinic A,Contacted - No Appointment,37,No,
L02138,09-03-2025,,Google Organic,Dental Crown,Clinic D,Contacted - No Appointment,11,No,
L02139,26-05-2025,P02139,Google Organic,Dental Implant,Clinic B,Appointment Booked,30,Yes,09-06-2025
L02140,28-02-2025,P02140,Google Ads,Dental Crown,Clinic B,Appointment Booked,7,Yes,08-03-2025
L02141,13-03-2025,,Google Ads,General Dentistry,Clinic A,Contacted - No Appointment,29,No,
L02142,05-01-2025,,Facebook,Teeth Whitening,Clinic B,Contacted - No Appointment,15,No,
L02143,27-06-2025,P02143,Instagram,Dental Implant,Clinic B,Appointment Booked,25,Yes,01-07-2025
L02144,11-07-2025,P02144,Google Organic,General Dentistry,Clinic B,Appointment Booked,21,Yes,18-07-2025
L02145,17-10-2025,,Facebook,Invisalign,Clinic C,Contacted - No Appointment,28,No,
L02146,19-12-2025,P02146,Instagram,Root Canal,Clinic B,Appointment Booked,3,Yes,26-12-2025
L02147,06-12-2025,P02147,Google Organic,Root Canal,Clinic D,Appointment Booked,16,Yes,12-12-2025
L02148,28-05-2025,,Facebook,General Dentistry,Clinic C,Contacted - No Appointment,35,No,
L02149,05-01-2025,,Instagram,General Dentistry,Clinic D,Contacted - No Appointment,39,No,
L02150,20-07-2025,,Facebook,General Dentistry,Clinic A,Contacted - No Appointment,25,No,
L02151,23-01-2025,,Referral,Dental Implant,Clinic B,Contacted - No Appointment,36,No,
L02152,18-11-2025,P02152,Google Ads,General Dentistry,Clinic B,Appointment Booked,16,Yes,29-11-2025
L02153,14-01-2025,,Google Ads,Dental Implant,Clinic C,Contacted - No Appointment,1,No,
L02154,06-08-2025,P02154,Google Ads,Invisalign,Clinic D,Appointment Booked,11,Yes,07-08-2025
L02155,20-02-2025,,Google Organic,Root Canal,Clinic A,Contacted - No Appointment,19,No,
L02156,21-07-2025,P02156,Facebook,Root Canal,Clinic A,Appointment Booked,21,Yes,22-07-2025
L02157,19-10-2025,,Facebook,Dental Crown,Clinic D,Contacted - No Appointment,24,No,
L02158,02-11-2025,,Referral,Root Canal,Clinic A,Contacted - No Appointment,18,No,
L02159,23-08-2025,,Referral,General Dentistry,Clinic C,Contacted - No Appointment,18,No,
L02160,10-06-2025,,Referral,Invisalign,Clinic C,Contacted - No Appointment,30,No,
L02161,12-09-2025,,Google Ads,Invisalign,Clinic D,Contacted - No Appointment,9,No,
L02162,11-03-2025,P02162,Referral,General Dentistry,Clinic A,Appointment Booked,21,Yes,25-03-2025
L02163,30-06-2025,P02163,Facebook,Dental Implant,Clinic A,Appointment Booked,25,Yes,14-07-2025
L02164,08-10-2025,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,12,No,
L02165,28-01-2025,,Facebook,Dental Crown,Clinic D,Contacted - No Appointment,15,No,
L02166,18-02-2025,,Facebook,Root Canal,Clinic B,Not Contacted/Cold,48,No,
L02167,20-04-2025,,Google Ads,Dental Crown,Clinic B,Contacted - No Appointment,20,No,
L02168,04-06-2025,,Facebook,Dental Implant,Clinic C,Not Contacted/Cold,80,No,
L02169,06-12-2025,P02169,Google Organic,General Dentistry,Clinic D,Appointment Booked,19,Yes,16-12-2025
L02170,24-02-2025,P02170,Facebook,Dental Implant,Clinic D,Appointment Booked,31,Yes,06-03-2025
L02171,06-01-2025,P02171,Facebook,Root Canal,Clinic D,Appointment Booked,5,Yes,09-01-2025
L02172,26-07-2025,P02172,Facebook,Dental Implant,Clinic A,Appointment Booked,3,Yes,07-08-2025
L02173,18-09-2025,P02173,Referral,Root Canal,Clinic A,Appointment Booked,8,Yes,21-09-2025
L02174,20-10-2025,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,34,No,
L02175,23-02-2025,P02175,Facebook,General Dentistry,Clinic D,Appointment Booked,15,Yes,09-03-2025
L02176,03-08-2025,P02176,Google Ads,Teeth Whitening,Clinic B,Appointment Booked,5,Yes,10-08-2025
L02177,18-04-2025,P02177,Referral,Root Canal,Clinic A,Appointment Booked,19,Yes,29-04-2025
L02178,21-01-2025,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,32,No,
L02179,23-01-2025,P02179,Facebook,Root Canal,Clinic A,Appointment Booked,9,Yes,26-01-2025
L02180,01-08-2025,,Facebook,Dental Crown,Clinic B,Contacted - No Appointment,33,No,
L02181,12-03-2025,P02181,Referral,Dental Crown,Clinic B,Appointment Booked,6,Yes,13-03-2025
L02182,02-07-2025,P02182,Google Ads,Root Canal,Clinic C,Appointment Booked,31,Yes,13-07-2025
L02183,16-05-2025,,Instagram,General Dentistry,Clinic C,Contacted - No Appointment,37,No,
L02184,27-03-2025,P02184,Google Ads,Invisalign,Clinic B,Appointment Booked,11,Yes,01-04-2025
L02185,28-04-2025,,Referral,Dental Crown,Clinic C,Contacted - No Appointment,41,No,
L02186,26-11-2025,,Instagram,Teeth Whitening,Clinic C,Not Contacted/Cold,46,No,
L02187,19-10-2025,,Instagram,General Dentistry,Clinic C,Contacted - No Appointment,24,No,
L02188,19-01-2025,,Facebook,General Dentistry,Clinic C,Contacted - No Appointment,12,No,
L02189,20-08-2025,,Facebook,Root Canal,Clinic A,Not Contacted/Cold,82,No,
L02190,14-08-2025,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,10,No,
L02191,16-10-2025,,Instagram,Root Canal,Clinic A,Not Contacted/Cold,50,No,
L02192,22-07-2025,P02192,Referral,Root Canal,Clinic A,Appointment Booked,62,Yes,31-07-2025
L02193,01-10-2025,P02193,Facebook,General Dentistry,Clinic B,Appointment Booked,24,Yes,04-10-2025
L02194,13-09-2025,P02194,Referral,General Dentistry,Clinic D,Appointment Booked,7,Yes,16-09-2025
L02195,12-07-2025,P02195,Google Ads,General Dentistry,Clinic C,Appointment Booked,23,Yes,14-07-2025
L02196,14-12-2025,P02196,Referral,Dental Implant,Clinic D,Appointment Booked,68,Yes,27-12-2025
L02197,13-04-2025,,Facebook,General Dentistry,Clinic B,Contacted - No Appointment,12,No,
L02198,07-03-2025,,Facebook,General Dentistry,Clinic B,Contacted - No Appointment,17,No,
L02199,02-05-2025,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,2,No,
L02200,13-08-2025,P02200,Google Organic,Root Canal,Clinic A,Appointment Booked,17,Yes,15-08-2025
L02201,25-02-2025,P02201,Google Organic,Teeth Whitening,Clinic A,Appointment Booked,29,Yes,28-02-2025
L02202,29-09-2025,,Facebook,Dental Crown,Clinic C,Contacted - No Appointment,8,No,
L02203,16-03-2025,,Facebook,General Dentistry,Clinic D,Not Contacted/Cold,49,No,
L02204,19-07-2025,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,6,No,
L02205,26-11-2025,P02205,Facebook,Teeth Whitening,Clinic A,Appointment Booked,12,Yes,10-12-2025
L02206,13-02-2025,,Facebook,Teeth Whitening,Clinic D,Contacted - No Appointment,43,No,
L02207,14-11-2025,,Instagram,Root Canal,Clinic A,Contacted - No Appointment,16,No,
L02208,08-10-2025,,Instagram,General Dentistry,Clinic D,Not Contacted/Cold,56,No,
L02209,15-10-2025,P02209,Google Organic,Root Canal,Clinic C,Appointment Booked,3,Yes,16-10-2025
L02210,24-10-2025,,Google Organic,Root Canal,Clinic D,Contacted - No Appointment,14,No,
L02211,01-11-2025,P02211,Google Ads,Dental Implant,Clinic B,Appointment Booked,23,Yes,09-11-2025
L02212,18-08-2025,P02212,Google Organic,Root Canal,Clinic C,Appointment Booked,66,Yes,30-08-2025
L02213,14-09-2025,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,20,No,
L02214,05-12-2025,,Google Organic,General Dentistry,Clinic C,Contacted - No Appointment,27,No,
L02215,18-11-2025,P02215,Google Ads,Invisalign,Clinic B,Appointment Booked,18,Yes,02-12-2025
L02216,09-04-2025,,Google Organic,Root Canal,Clinic A,Contacted - No Appointment,17,No,
L02217,26-03-2025,P02217,Facebook,Dental Implant,Clinic B,Appointment Booked,12,Yes,07-04-2025
L02218,01-03-2025,,Facebook,Dental Crown,Clinic C,Contacted - No Appointment,25,No,
L02219,04-03-2025,,Google Organic,General Dentistry,Clinic D,Contacted - No Appointment,15,No,
L02220,15-02-2025,P02220,Google Ads,Dental Crown,Clinic C,Appointment Booked,28,Yes,20-02-2025
L02221,04-11-2025,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,20,No,
L02222,15-11-2025,P02222,Instagram,Dental Crown,Clinic A,Appointment Booked,14,Yes,20-11-2025
L02223,21-06-2025,,Google Organic,Dental Implant,Clinic C,Not Contacted/Cold,49,No,
L02224,27-09-2025,P02224,Facebook,Teeth Whitening,Clinic B,Appointment Booked,11,Yes,11-10-2025
L02225,15-04-2025,,Google Ads,Dental Crown,Clinic D,Contacted - No Appointment,12,No,
L02226,09-06-2025,,Facebook,Dental Crown,Clinic D,Contacted - No Appointment,2,No,
L02227,20-05-2025,,Instagram,General Dentistry,Clinic A,Contacted - No Appointment,16,No,
L02228,20-04-2025,,Facebook,Teeth Whitening,Clinic D,Not Contacted/Cold,47,No,
L02229,07-05-2025,P02229,Referral,Teeth Whitening,Clinic A,Appointment Booked,48,Yes,11-05-2025
L02230,13-04-2025,P02230,Facebook,General Dentistry,Clinic B,Appointment Booked,13,Yes,15-04-2025
L02231,27-07-2025,P02231,Google Ads,General Dentistry,Clinic C,Appointment Booked,27,Yes,02-08-2025
L02232,23-10-2025,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,31,No,
L02233,17-03-2025,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,5,No,
L02234,27-04-2025,P02234,Google Organic,Root Canal,Clinic A,Appointment Booked,40,Yes,01-05-2025
L02235,03-07-2025,P02235,Google Ads,Teeth Whitening,Clinic A,Appointment Booked,6,Yes,05-07-2025
L02236,17-02-2025,,Referral,Dental Implant,Clinic C,Contacted - No Appointment,14,No,
L02237,04-04-2025,P02237,Facebook,Dental Implant,Clinic C,Appointment Booked,8,Yes,13-04-2025
L02238,20-01-2025,P02238,Facebook,Dental Implant,Clinic D,Appointment Booked,23,Yes,27-01-2025
L02239,17-09-2025,,Google Ads,Teeth Whitening,Clinic C,Contacted - No Appointment,10,No,
L02240,23-09-2025,P02240,Referral,Root Canal,Clinic C,Appointment Booked,12,Yes,26-09-2025
L02241,09-04-2025,,Google Organic,Root Canal,Clinic B,Contacted - No Appointment,35,No,
L02242,23-07-2025,P02242,Google Ads,Dental Implant,Clinic A,Appointment Booked,13,Yes,31-07-2025
L02243,26-04-2025,,Referral,Teeth Whitening,Clinic A,Contacted - No Appointment,18,No,
L02244,08-09-2025,P02244,Facebook,Invisalign,Clinic C,Appointment Booked,6,Yes,18-09-2025
L02245,24-09-2025,P02245,Google Organic,Invisalign,Clinic C,Appointment Booked,4,Yes,26-09-2025
L02246,30-08-2025,P02246,Google Organic,Dental Crown,Clinic B,Appointment Booked,21,Yes,04-09-2025
L02247,28-09-2025,P02247,Google Organic,Dental Crown,Clinic C,Appointment Booked,12,Yes,30-09-2025
L02248,21-07-2025,,Referral,Root Canal,Clinic C,Not Contacted/Cold,55,No,
L02249,28-08-2025,,Referral,Dental Crown,Clinic A,Not Contacted/Cold,71,No,
L02250,17-04-2025,,Referral,Invisalign,Clinic A,Contacted - No Appointment,7,No,
L02251,10-06-2025,,Google Ads,Teeth Whitening,Clinic D,Contacted - No Appointment,5,No,
L02252,05-07-2025,P02252,Facebook,Invisalign,Clinic C,Appointment Booked,55,Yes,18-07-2025
L02253,06-08-2025,,Instagram,Dental Implant,Clinic D,Contacted - No Appointment,25,No,
L02254,29-11-2025,,Google Organic,Teeth Whitening,Clinic A,Contacted - No Appointment,21,No,
L02255,12-02-2025,,Facebook,Teeth Whitening,Clinic D,Contacted - No Appointment,5,No,
L02256,05-08-2025,,Google Ads,Invisalign,Clinic A,Not Contacted/Cold,67,No,
L02257,14-10-2025,P02257,Google Organic,Dental Implant,Clinic A,Appointment Booked,9,Yes,27-10-2025
L02258,24-08-2025,,Referral,General Dentistry,Clinic D,Contacted - No Appointment,32,No,
L02259,27-07-2025,P02259,Facebook,Teeth Whitening,Clinic B,Appointment Booked,31,Yes,06-08-2025
L02260,07-01-2025,,Google Ads,Invisalign,Clinic C,Contacted - No Appointment,4,No,
L02261,02-02-2025,P02261,Google Ads,Dental Crown,Clinic A,Appointment Booked,11,Yes,11-02-2025
L02262,12-12-2025,,Google Ads,Dental Implant,Clinic C,Contacted - No Appointment,6,No,
L02263,10-09-2025,P02263,Google Organic,Root Canal,Clinic D,Appointment Booked,3,Yes,17-09-2025
L02264,02-02-2025,,Referral,Dental Implant,Clinic B,Contacted - No Appointment,16,No,
L02265,23-01-2025,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,6,No,
L02266,09-02-2025,,Instagram,Dental Implant,Clinic A,Contacted - No Appointment,9,No,
L02267,27-02-2025,P02267,Google Organic,Root Canal,Clinic C,Appointment Booked,5,Yes,07-03-2025
L02268,05-06-2025,P02268,Google Ads,Root Canal,Clinic B,Appointment Booked,14,Yes,12-06-2025
L02269,20-11-2025,,Instagram,Root Canal,Clinic A,Not Contacted/Cold,54,No,
L02270,01-03-2025,,Google Organic,Dental Implant,Clinic B,Contacted - No Appointment,23,No,
L02271,13-06-2025,P02271,Google Organic,Root Canal,Clinic A,Appointment Booked,12,Yes,20-06-2025
L02272,19-08-2025,,Facebook,Teeth Whitening,Clinic D,Contacted - No Appointment,17,No,
L02273,01-08-2025,P02273,Google Organic,Root Canal,Clinic B,Appointment Booked,22,Yes,10-08-2025
L02274,09-11-2025,,Facebook,Teeth Whitening,Clinic A,Contacted - No Appointment,22,No,
L02275,26-08-2025,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,15,No,
L02276,05-05-2025,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,10,No,
L02277,29-06-2025,,Facebook,Dental Crown,Clinic C,Contacted - No Appointment,32,No,
L02278,21-02-2025,P02278,Google Ads,General Dentistry,Clinic D,Appointment Booked,7,Yes,24-02-2025
L02279,30-01-2025,,Google Ads,Dental Implant,Clinic B,Contacted - No Appointment,32,No,
L02280,14-05-2025,,Instagram,Dental Implant,Clinic D,Contacted - No Appointment,13,No,
L02281,10-01-2025,,Instagram,Dental Crown,Clinic C,Contacted - No Appointment,40,No,
L02282,03-09-2025,P02282,Google Ads,General Dentistry,Clinic A,Appointment Booked,8,Yes,04-09-2025
L02283,05-12-2025,P02283,Google Ads,General Dentistry,Clinic C,Appointment Booked,8,Yes,12-12-2025
L02284,03-08-2025,P02284,Instagram,Root Canal,Clinic C,Appointment Booked,19,Yes,10-08-2025
L02285,01-02-2025,,Facebook,Root Canal,Clinic C,Contacted - No Appointment,9,No,
L02286,29-10-2025,,Facebook,Dental Crown,Clinic D,Not Contacted/Cold,56,No,
L02287,12-05-2025,,Google Organic,Dental Crown,Clinic B,Contacted - No Appointment,11,No,
L02288,28-06-2025,P02288,Google Ads,Dental Crown,Clinic D,Appointment Booked,9,Yes,08-07-2025
L02289,13-10-2025,P02289,Google Ads,General Dentistry,Clinic D,Appointment Booked,25,Yes,24-10-2025
L02290,06-10-2025,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,2,No,
L02291,04-11-2025,,Google Ads,Root Canal,Clinic C,Not Contacted/Cold,58,No,
L02292,16-03-2025,,Referral,Root Canal,Clinic B,Contacted - No Appointment,28,No,
L02293,11-04-2025,,Facebook,Dental Crown,Clinic D,Contacted - No Appointment,22,No,
L02294,19-07-2025,,Facebook,Root Canal,Clinic C,Contacted - No Appointment,10,No,
L02295,31-07-2025,P02295,Google Organic,Root Canal,Clinic A,Appointment Booked,16,Yes,05-08-2025
L02296,24-12-2025,,Google Ads,Dental Implant,Clinic B,Contacted - No Appointment,11,No,
L02297,10-02-2025,P02297,Google Ads,Dental Implant,Clinic C,Appointment Booked,13,Yes,23-02-2025
L02298,23-06-2025,,Google Organic,Root Canal,Clinic A,Contacted - No Appointment,34,No,
L02299,29-10-2025,,Referral,General Dentistry,Clinic A,Contacted - No Appointment,24,No,
L02300,11-11-2025,,Facebook,Invisalign,Clinic B,Contacted - No Appointment,14,No,
L02301,13-02-2025,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,4,No,
L02302,03-10-2025,P02302,Google Organic,Invisalign,Clinic B,Appointment Booked,73,Yes,12-10-2025
L02303,25-04-2025,P02303,Google Ads,Dental Implant,Clinic B,Appointment Booked,7,Yes,08-05-2025
L02304,11-05-2025,,Google Ads,General Dentistry,Clinic A,Contacted - No Appointment,34,No,
L02305,03-01-2025,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,11,No,
L02306,12-05-2025,P02306,Facebook,Dental Implant,Clinic C,Appointment Booked,21,Yes,19-05-2025
L02307,23-08-2025,P02307,Google Ads,Teeth Whitening,Clinic A,Appointment Booked,9,Yes,27-08-2025
